"country","department","municipality","COD","scale","year","cardiovascular","chagas","cutaneous_leishmaniasis","malaria","pneumonia","respiratory_symptomatic"
"Bolivia","POTOSI","SACACA","BO050701","municipality",2004,NA,NA,0,3,1822,171
"Bolivia","POTOSI","CARIPUYO","BO050702","municipality",2004,NA,NA,0,0,371,47
"Bolivia","POTOSI","TUPIZA","BO050801","municipality",2004,NA,NA,0,1,931,588
"Bolivia","POTOSI","ATOCHA","BO050802","municipality",2004,NA,NA,0,0,37,107
"Bolivia","POTOSI","COLCHA ""K""","BO050901","municipality",2004,NA,NA,0,0,165,75
"Bolivia","POTOSI","SAN PEDRO DE QUEMES","BO050902","municipality",2004,NA,NA,0,0,7,3
"Bolivia","POTOSI","SAN PABLO DE LIPEZ","BO051001","municipality",2004,NA,NA,0,0,2,21
"Bolivia","POTOSI","MOJINETE","BO051002","municipality",2004,NA,NA,0,0,5,4
"Bolivia","POTOSI","SAN ANTONIO DE ESMORUCO","BO051003","municipality",2004,NA,NA,0,0,2,1
"Bolivia","POTOSI","PUNA","BO051101","municipality",2004,NA,NA,0,3,1756,270
"Bolivia","POTOSI","CAIZA ""D""","BO051102","municipality",2004,NA,NA,0,0,159,79
"Bolivia","POTOSI","CKOCHAS","BO051103","municipality",2004,NA,NA,0,0,0,0
"Bolivia","POTOSI","UYUNI","BO051201","municipality",2004,NA,NA,0,0,128,237
"Bolivia","POTOSI","TOMAVE","BO051202","municipality",2004,NA,NA,0,0,306,68
"Bolivia","POTOSI","PORCO","BO051203","municipality",2004,NA,NA,0,0,65,60
"Bolivia","POTOSI","ARAMPAMPA","BO051301","municipality",2004,NA,NA,0,6,309,41
"Bolivia","POTOSI","ACACIO","BO051302","municipality",2004,NA,NA,0,2,332,73
"Bolivia","POTOSI","LLICA","BO051401","municipality",2004,NA,NA,0,0,46,39
"Bolivia","POTOSI","TAHUA","BO051402","municipality",2004,NA,NA,0,0,48,10
"Bolivia","POTOSI","VILLAZON","BO051501","municipality",2004,NA,NA,0,0,3432,236
"Bolivia","POTOSI","SAN AGUSTIN","BO051601","municipality",2004,NA,NA,0,0,48,5
"Bolivia","TARIJA","TARIJA","BO060101","municipality",2004,NA,NA,53,32,876,1953
"Bolivia","TARIJA","PADCAYA","BO060201","municipality",2004,NA,NA,0,357,1091,208
"Bolivia","TARIJA","BERMEJO","BO060202","municipality",2004,NA,NA,38,608,885,904
"Bolivia","TARIJA","YACUIBA","BO060301","municipality",2004,NA,NA,0,509,3851,2611
"Bolivia","TARIJA","CARAPARI","BO060302","municipality",2004,NA,NA,1,424,399,118
"Bolivia","TARIJA","VILLA MONTES","BO060303","municipality",2004,NA,NA,0,1338,1120,365
"Bolivia","TARIJA","URIONDO (A. CONCEPCION)","BO060401","municipality",2004,NA,NA,1,3,597,62
"Bolivia","TARIJA","YUNCHARA","BO060402","municipality",2004,NA,NA,0,6,184,43
"Bolivia","TARIJA","SAN LORENZO(TJA)","BO060501","municipality",2004,NA,NA,0,22,738,232
"Bolivia","TARIJA","EL PUENTE(TJA)","BO060502","municipality",2004,NA,NA,0,4,394,76
"Bolivia","TARIJA","ENTRE RIOS TRJ","BO060601","municipality",2004,NA,NA,0,0,0,0
"Bolivia","SANTA CRUZ","SANTA CRUZ DE LA SIERRA","BO070101","municipality",2004,NA,NA,50,35,14538,7328
"Bolivia","SANTA CRUZ","COTOCA","BO070102","municipality",2004,NA,NA,0,5,1035,797
"Bolivia","SANTA CRUZ","PORONGO","BO070103","municipality",2004,NA,NA,0,235,256,122
"Bolivia","SANTA CRUZ","LA GUARDIA","BO070104","municipality",2004,NA,NA,0,34,528,775
"Bolivia","SANTA CRUZ","EL TORNO","BO070105","municipality",2004,NA,NA,118,135,149,559
"Bolivia","SANTA CRUZ","WARNES","BO070201","municipality",2004,NA,NA,0,0,546,620
"Bolivia","SANTA CRUZ","OKINAWA","BO070202","municipality",2004,NA,NA,0,0,181,187
"Bolivia","SANTA CRUZ","SAN IGNACIO DE VELASCO","BO070301","municipality",2004,NA,NA,4,490,2839,671
"Bolivia","SANTA CRUZ","SAN MIGUEL DE VELASCO","BO070302","municipality",2004,NA,NA,5,12,127,89
"Bolivia","SANTA CRUZ","SAN RAFAEL","BO070303","municipality",2004,NA,NA,0,1,67,37
"Bolivia","SANTA CRUZ","BUENA VISTA","BO070401","municipality",2004,NA,NA,1,135,77,218
"Bolivia","SANTA CRUZ","SAN CARLOS","BO070402","municipality",2004,NA,NA,0,1,449,599
"Bolivia","SANTA CRUZ","YAPACANI","BO070403","municipality",2004,NA,NA,1,12,1920,808
"Bolivia","SANTA CRUZ","SAN JUAN DE YAPACANI","BO070404","municipality",2004,NA,NA,0,0,0,0
"Bolivia","SANTA CRUZ","SAN JOSE DE CHIQUITOS","BO070501","municipality",2004,NA,NA,0,0,1212,23
"Bolivia","SANTA CRUZ","PAILON","BO070502","municipality",2004,NA,NA,0,0,238,203
"Bolivia","SANTA CRUZ","ROBORE","BO070503","municipality",2004,NA,NA,0,4,447,130
"Bolivia","SANTA CRUZ","PORTACHUELO","BO070601","municipality",2004,NA,NA,0,8,298,327
"Bolivia","SANTA CRUZ","SANTA ROSA DEL SARA","BO070602","municipality",2004,NA,NA,0,5,645,271
"Bolivia","SANTA CRUZ","COLPA BELGICA","BO070603","municipality",2004,NA,NA,0,0,0,0
"Bolivia","SANTA CRUZ","LAGUNILLAS","BO070701","municipality",2004,NA,NA,0,47,190,59
"Bolivia","SANTA CRUZ","CHARAGUA","BO070702","municipality",2004,NA,NA,0,6,1700,243
"Bolivia","SANTA CRUZ","CABEZAS","BO070703","municipality",2004,NA,NA,0,152,667,262
"Bolivia","SANTA CRUZ","CUEVO","BO070704","municipality",2004,NA,NA,0,9,31,62
"Bolivia","SANTA CRUZ","GUTIERREZ","BO070705","municipality",2004,NA,NA,46,52,152,81
"Bolivia","SANTA CRUZ","CAMIRI","BO070706","municipality",2004,NA,NA,1,6,1362,1305
"Bolivia","SANTA CRUZ","BOYUIBE","BO070707","municipality",2004,NA,NA,0,0,45,47
"Bolivia","SANTA CRUZ","VALLEGRANDE","BO070801","municipality",2004,NA,NA,0,14,691,111
"Bolivia","SANTA CRUZ","TRIGAL","BO070802","municipality",2004,NA,NA,0,0,21,15
"Bolivia","SANTA CRUZ","MORO MORO","BO070803","municipality",2004,NA,NA,0,0,130,14
"Bolivia","SANTA CRUZ","POSTRER VALLE","BO070804","municipality",2004,NA,NA,0,3,103,21
"Bolivia","SANTA CRUZ","PUCARA","BO070805","municipality",2004,NA,NA,10,1,55,13
"Bolivia","SANTA CRUZ","SAMAIPATA","BO070901","municipality",2004,NA,NA,0,8,158,87
"Bolivia","SANTA CRUZ","PAMPA GRANDE","BO070902","municipality",2004,NA,NA,0,31,128,69
"Bolivia","SANTA CRUZ","MAIRANA","BO070903","municipality",2004,NA,NA,0,37,162,61
"Bolivia","SANTA CRUZ","QUIRUSILLAS","BO070904","municipality",2004,NA,NA,0,0,23,23
"Bolivia","SANTA CRUZ","MONTERO","BO071001","municipality",2004,NA,NA,0,3,1616,2110
"Bolivia","SANTA CRUZ","GENERAL SAAVEDRA","BO071002","municipality",2004,NA,NA,0,11,366,355
"Bolivia","SANTA CRUZ","MINEROS","BO071003","municipality",2004,NA,NA,0,4,1896,897
"Bolivia","SANTA CRUZ","FERNANDEZ ALONSO","BO071004","municipality",2004,NA,NA,0,0,0,0
"Bolivia","SANTA CRUZ","SAN PEDRO","BO071005","municipality",2004,NA,NA,0,0,0,0
"Bolivia","SANTA CRUZ","CONCEPCION","BO071101","municipality",2004,NA,NA,0,4,792,47
"Bolivia","SANTA CRUZ","SAN JAVIER(STC)","BO071102","municipality",2004,NA,NA,1,0,243,40
"Bolivia","SANTA CRUZ","SAN RAMON SCZ","BO071103","municipality",2004,NA,NA,0,0,0,0
"Bolivia","SANTA CRUZ","SAN JULIAN","BO071104","municipality",2004,NA,NA,0,12,4943,989
"Bolivia","SANTA CRUZ","SAN ANTONIO DE LOMERIO","BO071105","municipality",2004,NA,NA,0,0,50,25
"Bolivia","SANTA CRUZ","CUATRO CAÑADAS","BO071106","municipality",2004,NA,NA,0,0,0,0
"Bolivia","SANTA CRUZ","SAN MATIAS","BO071201","municipality",2004,NA,NA,1,197,597,70
"Bolivia","SANTA CRUZ","COMARAPA","BO071301","municipality",2004,NA,NA,0,14,113,195
"Bolivia","SANTA CRUZ","SAIPINA","BO071302","municipality",2004,NA,NA,0,79,64,31
"Bolivia","SANTA CRUZ","PUERTO SUAREZ","BO071401","municipality",2004,NA,NA,2,0,409,99
"Bolivia","SANTA CRUZ","PUERTO QUIJARRO","BO071402","municipality",2004,NA,NA,4,6,593,146
"Bolivia","SANTA CRUZ","CARMEN RIVERO TORREZ","BO071403","municipality",2004,NA,NA,0,0,0,0
"Bolivia","SANTA CRUZ","ASCENCION DE GUARAYOS","BO071501","municipality",2004,NA,NA,0,12,558,282
"Bolivia","SANTA CRUZ","URUBICHA","BO071502","municipality",2004,NA,NA,0,0,199,69
"Bolivia","SANTA CRUZ","EL PUENTE(STC)","BO071503","municipality",2004,NA,NA,0,0,181,179
"Bolivia","BENI","TRINIDAD","BO080101","municipality",2004,NA,NA,42,0,2817,612
"Bolivia","BENI","SAN JAVIER(BNI)","BO080102","municipality",2004,NA,NA,0,0,98,18
"Bolivia","BENI","RIBERALTA","BO080201","municipality",2004,NA,NA,252,3751,1729,959
"Bolivia","BENI","GUAYARAMERIN","BO080202","municipality",2004,NA,NA,135,24314,232,610
"Bolivia","BENI","REYES","BO080301","municipality",2004,NA,NA,11,40,115,51
"Bolivia","BENI","SAN BORJA","BO080302","municipality",2004,NA,NA,50,57,273,420
"Bolivia","BENI","SANTA ROSA","BO080303","municipality",2004,NA,NA,7,55,167,58
"Bolivia","BENI","RURRENABAQUE","BO080304","municipality",2004,NA,NA,69,6,225,235
"Bolivia","BENI","SANTA ANA","BO080401","municipality",2004,NA,NA,1,1,531,83
"Bolivia","BENI","EXALTACION","BO080402","municipality",2004,NA,NA,1,1,44,13
"Bolivia","BENI","SAN IGNACIO","BO080501","municipality",2004,NA,NA,48,2,232,142
"Bolivia","BENI","LORETO","BO080601","municipality",2004,NA,NA,3,0,109,8
"Bolivia","BENI","SAN ANDRES","BO080602","municipality",2004,NA,NA,0,0,182,23
"Bolivia","BENI","SAN JOAQUIN","BO080701","municipality",2004,NA,NA,4,426,57,37
"Bolivia","BENI","SAN RAMON","BO080702","municipality",2004,NA,NA,0,5,457,104
"Bolivia","BENI","PUERTO SILES","BO080703","municipality",2004,NA,NA,0,5,16,2
"Bolivia","BENI","MAGDALENA","BO080801","municipality",2004,NA,NA,5,79,215,50
"Bolivia","BENI","BAURES","BO080802","municipality",2004,NA,NA,1,214,80,19
"Bolivia","BENI","HUARACAJE","BO080803","municipality",2004,NA,NA,1,0,63,24
"Bolivia","PANDO","COBIJA","BO090101","municipality",2004,NA,NA,59,174,1114,682
"Bolivia","PANDO","PORVENIR","BO090102","municipality",2004,NA,NA,10,33,365,32
"Bolivia","PANDO","BOLPEBRA","BO090103","municipality",2004,NA,NA,6,2,73,3
"Bolivia","PANDO","BELLA FLOR","BO090104","municipality",2004,NA,NA,38,64,285,9
"Bolivia","PANDO","PUERTO RICO","BO090201","municipality",2004,NA,NA,35,626,667,39
"Bolivia","PANDO","SAN PEDRO(PND)","BO090202","municipality",2004,NA,NA,1,12,28,0
"Bolivia","PANDO","FILADELFIA","BO090203","municipality",2004,NA,NA,20,13,299,23
"Bolivia","PANDO","PUERTO GONZALO MORENO","BO090301","municipality",2004,NA,NA,21,91,418,39
"Bolivia","PANDO","SAN LORENZO(PND)","BO090302","municipality",2004,NA,NA,11,109,316,21
"Bolivia","PANDO","SENA","BO090303","municipality",2004,NA,NA,25,604,405,22
"Bolivia","PANDO","NACEBE (SANTA ROSA DEL ABUNA)","BO090401","municipality",2004,NA,NA,15,83,170,15
"Bolivia","PANDO","INGAVI (HUMAITA)","BO090402","municipality",2004,NA,NA,8,103,41,11
"Bolivia","PANDO","NUEVO MANOA (NUEVA ESPERANZA)","BO090501","municipality",2004,NA,NA,5,173,40,11
"Bolivia","PANDO","VILLA NUEVA (LOMA ALTA)","BO090502","municipality",2004,NA,NA,7,88,33,15
"Bolivia","PANDO","EUREKA (SANTOS MERCADO)","BO090503","municipality",2004,NA,NA,0,44,17,4
"Bolivia","CHUQUISACA","SUCRE","BO010101","municipality",2005,NA,NA,0,28,5610,1825
"Bolivia","CHUQUISACA","YOTALA","BO010102","municipality",2005,NA,NA,0,1,172,107
"Bolivia","CHUQUISACA","POROMA","BO010103","municipality",2005,NA,NA,0,86,481,160
"Bolivia","CHUQUISACA","AZURDUY","BO010201","municipality",2005,NA,NA,0,228,303,99
"Bolivia","CHUQUISACA","TARVITA","BO010202","municipality",2005,NA,NA,0,124,536,177
"Bolivia","CHUQUISACA","ZUDAÑEZ","BO010301","municipality",2005,NA,NA,0,8,174,63
"Bolivia","CHUQUISACA","PRESTO","BO010302","municipality",2005,NA,NA,0,51,181,104
"Bolivia","CHUQUISACA","MOJOCOYA","BO010303","municipality",2005,NA,NA,0,56,208,79
"Bolivia","CHUQUISACA","ICLA","BO010304","municipality",2005,NA,NA,0,10,295,82
"Bolivia","CHUQUISACA","PADILLA","BO010401","municipality",2005,NA,NA,0,141,432,154
"Bolivia","CHUQUISACA","TOMINA","BO010402","municipality",2005,NA,NA,0,21,327,110
"Bolivia","CHUQUISACA","SOPACHUY","BO010403","municipality",2005,NA,NA,1,91,207,67
"Bolivia","CHUQUISACA","ALCALA","BO010404","municipality",2005,NA,NA,2,1,222,51
"Bolivia","CHUQUISACA","EL VILLAR","BO010405","municipality",2005,NA,NA,0,13,108,61
"Bolivia","CHUQUISACA","MONTEAGUDO","BO010501","municipality",2005,NA,NA,0,3537,717,579
"Bolivia","CHUQUISACA","HUACARETA","BO010502","municipality",2005,NA,NA,0,190,195,99
"Bolivia","CHUQUISACA","TARABUCO","BO010601","municipality",2005,NA,NA,0,6,450,390
"Bolivia","CHUQUISACA","YAMPARAEZ","BO010602","municipality",2005,NA,NA,0,2,184,106
"Bolivia","CHUQUISACA","CAMARGO","BO010701","municipality",2005,NA,NA,1,9,749,189
"Bolivia","CHUQUISACA","SAN LUCAS","BO010702","municipality",2005,NA,NA,11,72,1329,332
"Bolivia","CHUQUISACA","INCAHUASI","BO010703","municipality",2005,NA,NA,0,38,1018,210
"Bolivia","CHUQUISACA","VILLA CHARCAS","BO010704","municipality",2005,NA,NA,0,0,0,0
"Bolivia","CHUQUISACA","VILLA SERRANO","BO010801","municipality",2005,NA,NA,0,16,344,154
"Bolivia","CHUQUISACA","CAMATAQUI (C. VILLA ABECIA)","BO010901","municipality",2005,NA,NA,0,1,43,49
"Bolivia","CHUQUISACA","CULPINA","BO010902","municipality",2005,NA,NA,0,178,461,150
"Bolivia","CHUQUISACA","LAS CARRERAS","BO010903","municipality",2005,NA,NA,0,0,58,31
"Bolivia","CHUQUISACA","VILLA VACA GUZMAN (MUYUPAMPA)","BO011001","municipality",2005,NA,NA,0,1322,208,184
"Bolivia","CHUQUISACA","HUACAYA (VILLA DE HUACAYA)","BO011002","municipality",2005,NA,NA,0,10,76,41
"Bolivia","CHUQUISACA","MACHARETI","BO011003","municipality",2005,NA,NA,0,128,146,92
"Bolivia","LA PAZ","LA PAZ","BO020101","municipality",2005,NA,NA,164,737,10654,7013
"Bolivia","LA PAZ","PALCA","BO020102","municipality",2005,NA,NA,0,0,321,85
"Bolivia","LA PAZ","MECAPACA","BO020103","municipality",2005,NA,NA,0,0,210,99
"Bolivia","LA PAZ","ACHOCALLA","BO020104","municipality",2005,NA,NA,0,0,271,48
"Bolivia","LA PAZ","EL ALTO","BO020105","municipality",2005,NA,NA,1,3,16003,6406
"Bolivia","LA PAZ","ACHACACHI","BO020201","municipality",2005,NA,NA,0,1,1248,495
"Bolivia","LA PAZ","ANCORAIMES","BO020202","municipality",2005,NA,NA,1,0,246,85
"Bolivia","LA PAZ","CHUA COCANI","BO020203","municipality",2005,NA,NA,0,0,0,0
"Bolivia","LA PAZ","HUARINA","BO020204","municipality",2005,NA,NA,0,0,0,0
"Bolivia","LA PAZ","SANTIAGO DE HUATA","BO020205","municipality",2005,NA,NA,0,0,0,0
"Bolivia","LA PAZ","HUATAJATA","BO020206","municipality",2005,NA,NA,0,0,0,0
"Bolivia","LA PAZ","CORO CORO","BO020301","municipality",2005,NA,NA,0,0,130,37
"Bolivia","LA PAZ","CAQUIAVIRI","BO020302","municipality",2005,NA,NA,0,0,157,39
"Bolivia","LA PAZ","CALACOTO","BO020303","municipality",2005,NA,NA,0,0,117,10
"Bolivia","LA PAZ","COMANCHE","BO020304","municipality",2005,NA,NA,0,0,97,12
"Bolivia","LA PAZ","CHARAÑA","BO020305","municipality",2005,NA,NA,0,0,62,6
"Bolivia","LA PAZ","WALDO BALLIVIAN","BO020306","municipality",2005,NA,NA,0,0,51,16
"Bolivia","LA PAZ","NAZACARA DE PACAJES","BO020307","municipality",2005,NA,NA,0,0,19,1
"Bolivia","LA PAZ","SANTIAGO DE CALLAPA","BO020308","municipality",2005,NA,NA,0,0,216,8
"Bolivia","LA PAZ","PUERTO ACOSTA","BO020401","municipality",2005,NA,NA,1,0,786,176
"Bolivia","LA PAZ","MOCOMOCO","BO020402","municipality",2005,NA,NA,5,0,645,85
"Bolivia","LA PAZ","PUERTO CARABUCO","BO020403","municipality",2005,NA,NA,0,0,593,133
"Bolivia","LA PAZ","HUMANATA","BO020404","municipality",2005,NA,NA,0,0,0,0
"Bolivia","LA PAZ","ESCOMA","BO020405","municipality",2005,NA,NA,0,0,0,0
"Bolivia","LA PAZ","CHUMA","BO020501","municipality",2005,NA,NA,0,0,200,38
"Bolivia","LA PAZ","AYATA","BO020502","municipality",2005,NA,NA,2,0,383,89
"Bolivia","LA PAZ","AUCAPATA","BO020503","municipality",2005,NA,NA,1,2,192,43
"Bolivia","LA PAZ","SORATA","BO020601","municipality",2005,NA,NA,1,1,406,284
"Bolivia","LA PAZ","GUANAY","BO020602","municipality",2005,NA,NA,23,2006,425,259
"Bolivia","LA PAZ","TACACOMA","BO020603","municipality",2005,NA,NA,0,2,226,101
"Bolivia","LA PAZ","QUIABAYA","BO020604","municipality",2005,NA,NA,0,0,110,25
"Bolivia","LA PAZ","COMBAYA","BO020605","municipality",2005,NA,NA,0,0,33,17
"Bolivia","LA PAZ","TIPUANI","BO020606","municipality",2005,NA,NA,4,1,31,314
"Bolivia","LA PAZ","MAPIRI","BO020607","municipality",2005,NA,NA,4,2202,90,184
"Bolivia","LA PAZ","TEOPONTE","BO020608","municipality",2005,NA,NA,24,756,115,124
"Bolivia","LA PAZ","APOLO","BO020701","municipality",2005,NA,NA,37,22,53,52
"Bolivia","LA PAZ","PELECHUCO","BO020702","municipality",2005,NA,NA,0,0,21,15
"Bolivia","LA PAZ","VIACHA","BO020801","municipality",2005,NA,NA,1,18,936,335
"Bolivia","LA PAZ","GUAQUI","BO020802","municipality",2005,NA,NA,0,0,78,71
"Bolivia","LA PAZ","TIAWANACU","BO020803","municipality",2005,NA,NA,0,0,228,118
"Bolivia","LA PAZ","DESAGUADERO","BO020804","municipality",2005,NA,NA,0,0,74,37
"Bolivia","LA PAZ","SAN ANDRES DE MACHACA","BO020805","municipality",2005,NA,NA,0,0,95,28
"Bolivia","LA PAZ","JESUS DE MACHACA","BO020806","municipality",2005,NA,NA,0,0,579,104
"Bolivia","LA PAZ","TARACO","BO020807","municipality",2005,NA,NA,0,0,67,42
"Bolivia","LA PAZ","LURIBAY","BO020901","municipality",2005,NA,NA,0,1,560,84
"Bolivia","LA PAZ","SAPAHAQUI","BO020902","municipality",2005,NA,NA,0,0,410,57
"Bolivia","LA PAZ","YACO","BO020903","municipality",2005,NA,NA,0,0,308,20
"Bolivia","LA PAZ","MALLA","BO020904","municipality",2005,NA,NA,0,1,276,14
"Bolivia","LA PAZ","CAIROMA","BO020905","municipality",2005,NA,NA,0,0,507,20
"Bolivia","LA PAZ","INQUISIVI","BO021001","municipality",2005,NA,NA,10,1,247,73
"Bolivia","LA PAZ","QUIME","BO021002","municipality",2005,NA,NA,0,0,483,30
"Bolivia","LA PAZ","CAJUATA","BO021003","municipality",2005,NA,NA,52,6,350,98
"Bolivia","LA PAZ","COLQUIRI","BO021004","municipality",2005,NA,NA,0,0,634,209
"Bolivia","LA PAZ","ICHOCA","BO021005","municipality",2005,NA,NA,0,0,262,33
"Bolivia","LA PAZ","LICOMA PAMPA","BO021006","municipality",2005,NA,NA,0,0,45,29
"Bolivia","LA PAZ","CHULUMANI (V. DE LA LIBERTAD)","BO021101","municipality",2005,NA,NA,97,2,497,633
"Bolivia","LA PAZ","IRUPANA (VILLA DE LANZA)","BO021102","municipality",2005,NA,NA,51,2,248,248
"Bolivia","LA PAZ","YANACACHI","BO021103","municipality",2005,NA,NA,0,5,177,91
"Bolivia","LA PAZ","PALOS BLANCOS","BO021104","municipality",2005,NA,NA,338,699,721,544
"Bolivia","LA PAZ","LA ASUNTA","BO021105","municipality",2005,NA,NA,24,1561,1188,547
"Bolivia","LA PAZ","PUCARANI","BO021201","municipality",2005,NA,NA,0,0,544,229
"Bolivia","LA PAZ","LAJA","BO021202","municipality",2005,NA,NA,0,0,49,106
"Bolivia","LA PAZ","BATALLAS","BO021203","municipality",2005,NA,NA,0,0,206,81
"Bolivia","LA PAZ","PUERTO PEREZ","BO021204","municipality",2005,NA,NA,0,0,190,34
"Bolivia","LA PAZ","SICA SICA (VILLA AROMA)","BO021301","municipality",2005,NA,NA,1,0,639,80
"Bolivia","LA PAZ","UMALA","BO021302","municipality",2005,NA,NA,0,0,178,9
"Bolivia","LA PAZ","AYO AYO","BO021303","municipality",2005,NA,NA,0,0,145,29
"Bolivia","LA PAZ","CALAMARCA","BO021304","municipality",2005,NA,NA,0,0,153,41
"Bolivia","LA PAZ","PATACAMAYA","BO021305","municipality",2005,NA,NA,0,0,841,127
"Bolivia","LA PAZ","COLQUENCHA","BO021306","municipality",2005,NA,NA,0,0,119,17
"Bolivia","LA PAZ","COLLANA","BO021307","municipality",2005,NA,NA,0,0,90,15
"Bolivia","LA PAZ","COROICO","BO021401","municipality",2005,NA,NA,4,1,122,456
"Bolivia","LA PAZ","CORIPATA","BO021402","municipality",2005,NA,NA,35,2,289,144
"Bolivia","LA PAZ","IXIAMAS","BO021501","municipality",2005,NA,NA,61,48,345,43
"Bolivia","LA PAZ","SAN BUENA VENTURA","BO021502","municipality",2005,NA,NA,67,42,329,102
"Bolivia","LA PAZ","GRAL. J.J. PEREZ (CHARAZANI)","BO021601","municipality",2005,NA,NA,0,0,107,95
"Bolivia","LA PAZ","CURVA","BO021602","municipality",2005,NA,NA,0,0,3,2
"Bolivia","LA PAZ","COPACABANA","BO021701","municipality",2005,NA,NA,0,0,293,50
"Bolivia","LA PAZ","SAN PEDRO DE TIQUINA","BO021702","municipality",2005,NA,NA,0,0,176,31
"Bolivia","LA PAZ","TITO YUPANQUI (PARQUIPUJIO)","BO021703","municipality",2005,NA,NA,0,0,16,16
"Bolivia","LA PAZ","SAN PEDRO DE CURAHUARA","BO021801","municipality",2005,NA,NA,0,0,180,19
"Bolivia","LA PAZ","PAPEL PAMPA","BO021802","municipality",2005,NA,NA,0,0,143,25
"Bolivia","LA PAZ","CHACARILLA","BO021803","municipality",2005,NA,NA,0,0,42,1
"Bolivia","LA PAZ","SANTIAGO DE MACHACA","BO021901","municipality",2005,NA,NA,0,0,70,14
"Bolivia","LA PAZ","CATACORA","BO021902","municipality",2005,NA,NA,0,0,17,0
"Bolivia","LA PAZ","CARANAVI","BO022001","municipality",2005,NA,NA,254,873,1675,1933
"Bolivia","LA PAZ","ALTO BENI","BO022002","municipality",2005,NA,NA,0,0,0,0
"Bolivia","LA PAZ","HUMANATA","BO022004","municipality",2005,NA,NA,0,0,0,0
"Bolivia","COCHABAMBA","COCHABAMBA","BO030101","municipality",2005,NA,NA,13,5,4890,2851
"Bolivia","COCHABAMBA","AIQUILE","BO030201","municipality",2005,NA,NA,1,835,271,166
"Bolivia","COCHABAMBA","PASORAPA","BO030202","municipality",2005,NA,NA,0,250,52,26
"Bolivia","COCHABAMBA","OMEREQUE","BO030203","municipality",2005,NA,NA,0,407,42,33
"Bolivia","COCHABAMBA","AYOPAYA (V. DE INDEPENDENCIA)","BO030301","municipality",2005,NA,NA,0,3,466,246
"Bolivia","COCHABAMBA","MOROCHATA","BO030302","municipality",2005,NA,NA,0,74,930,75
"Bolivia","COCHABAMBA","COCAPATA","BO030303","municipality",2005,NA,NA,0,0,0,0
"Bolivia","COCHABAMBA","TARATA","BO030401","municipality",2005,NA,NA,0,0,258,75
"Bolivia","COCHABAMBA","ANZALDO","BO030402","municipality",2005,NA,NA,0,30,267,32
"Bolivia","COCHABAMBA","ARBIETO","BO030403","municipality",2005,NA,NA,1,0,94,87
"Bolivia","COCHABAMBA","SACABAMBA","BO030404","municipality",2005,NA,NA,0,0,212,35
"Bolivia","COCHABAMBA","ARANI","BO030501","municipality",2005,NA,NA,2,0,385,84
"Bolivia","COCHABAMBA","VACAS","BO030502","municipality",2005,NA,NA,0,0,529,103
"Bolivia","COCHABAMBA","ARQUE","BO030601","municipality",2005,NA,NA,0,0,396,48
"Bolivia","COCHABAMBA","TACOPAYA","BO030602","municipality",2005,NA,NA,0,0,261,134
"Bolivia","COCHABAMBA","CAPINOTA","BO030701","municipality",2005,NA,NA,0,2,835,175
"Bolivia","COCHABAMBA","SANTIVAÑES","BO030702","municipality",2005,NA,NA,0,0,106,53
"Bolivia","COCHABAMBA","SICAYA","BO030703","municipality",2005,NA,NA,0,0,41,23
"Bolivia","COCHABAMBA","CLIZA","BO030801","municipality",2005,NA,NA,0,0,465,112
"Bolivia","COCHABAMBA","TOCO","BO030802","municipality",2005,NA,NA,0,0,204,29
"Bolivia","COCHABAMBA","TOLATA","BO030803","municipality",2005,NA,NA,0,0,238,53
"Bolivia","COCHABAMBA","QUILLACOLLO","BO030901","municipality",2005,NA,NA,1,0,2320,823
"Bolivia","COCHABAMBA","SIPE SIPE","BO030902","municipality",2005,NA,NA,0,0,305,333
"Bolivia","COCHABAMBA","TIQUIPAYA","BO030903","municipality",2005,NA,NA,0,0,614,215
"Bolivia","COCHABAMBA","VINTO","BO030904","municipality",2005,NA,NA,0,0,303,280
"Bolivia","COCHABAMBA","COLCAPIRHUA","BO030905","municipality",2005,NA,NA,0,0,416,334
"Bolivia","COCHABAMBA","SACABA","BO031001","municipality",2005,NA,NA,0,0,1034,884
"Bolivia","COCHABAMBA","COLOMI","BO031002","municipality",2005,NA,NA,2,10,387,113
"Bolivia","COCHABAMBA","VILLA TUNARI","BO031003","municipality",2005,NA,NA,195,109,1877,948
"Bolivia","COCHABAMBA","TAPACARI","BO031101","municipality",2005,NA,NA,0,0,817,144
"Bolivia","COCHABAMBA","TOTORA(CBBA)","BO031201","municipality",2005,NA,NA,0,65,589,78
"Bolivia","COCHABAMBA","POJO (CBBA)","BO031202","municipality",2005,NA,NA,0,313,208,67
"Bolivia","COCHABAMBA","POCONA","BO031203","municipality",2005,NA,NA,0,0,248,106
"Bolivia","COCHABAMBA","CHIMORE","BO031204","municipality",2005,NA,NA,5,27,1605,252
"Bolivia","COCHABAMBA","PUERTO VILLARROEL","BO031205","municipality",2005,NA,NA,8,80,2458,750
"Bolivia","COCHABAMBA","ENTRE RIOS CBBA","BO031206","municipality",2005,NA,NA,0,0,0,0
"Bolivia","COCHABAMBA","MIZQUE","BO031301","municipality",2005,NA,NA,0,586,1276,136
"Bolivia","COCHABAMBA","VILA VILA","BO031302","municipality",2005,NA,NA,0,146,155,16
