"country","department","COD","municipality","scale","year","bronchitis","myocardial","bronchial_emphysema","cerebral_infarction","conduct_cardiac","laryngitis","acute_resp","chronic_resp","pharyngitis","pneumonia","tonsillitis","tracheitis","neoplasm_respiratory","malaria","cutaneous_leishmaniasis","visceral_leishmaniasis","chagas","rickettsia"
"Ecuador","Azuay","EC010150","Cuenca","parroquia",2015,41,166,161,85,26,80,63,52,9,1489,57,1,NA,NA,NA,NA,NA,NA
"Ecuador","Azuay","EC010150","Cuenca","parroquia",2016,39,187,155,106,19,64,84,76,26,1788,52,4,1,2,NA,NA,NA,NA
"Ecuador","Azuay","EC010250","Giron","parroquia",2015,NA,2,15,NA,NA,1,NA,3,1,48,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Azuay","EC010250","Giron","parroquia",2016,NA,NA,24,NA,NA,NA,NA,1,2,44,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Azuay","EC010250","Giron","parroquia",2019,NA,2,25,NA,1,2,2,NA,NA,130,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Azuay","EC010250","Giron","parroquia",2020,NA,NA,17,NA,NA,NA,NA,1,NA,48,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Azuay","EC010350","Gualaceo","parroquia",2015,3,2,15,2,NA,4,2,7,2,131,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Azuay","EC010350","Gualaceo","parroquia",2016,4,2,34,NA,1,3,1,4,1,132,7,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Azuay","EC010350","Gualaceo","parroquia",2019,3,1,53,NA,1,6,2,9,1,125,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Azuay","EC010350","Gualaceo","parroquia",2020,NA,2,11,6,1,4,NA,1,3,84,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Azuay","EC010550","Paute","parroquia",2015,NA,1,28,2,NA,2,1,5,NA,177,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Azuay","EC010550","Paute","parroquia",2016,NA,1,60,7,NA,3,2,1,1,136,11,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Azuay","EC010550","Paute","parroquia",2019,1,4,61,2,NA,1,4,6,1,2,6,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Azuay","EC010550","Paute","parroquia",2020,NA,NA,25,6,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Azuay","EC010850","Santa Isabel (Chaguarurco)","parroquia",2015,4,NA,2,NA,1,NA,NA,3,NA,59,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Azuay","EC010850","Santa Isabel (Chaguarurco)","parroquia",2016,NA,NA,NA,NA,NA,1,NA,1,NA,57,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Azuay","EC010850","Santa Isabel (Chaguarurco)","parroquia",2019,NA,NA,NA,NA,NA,NA,NA,3,1,53,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Azuay","EC010850","Santa Isabel (Chaguarurco)","parroquia",2020,NA,1,4,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,1,NA,NA,NA,NA
"Ecuador","Azuay","EC010950","Sigsig","parroquia",2015,NA,2,19,NA,NA,6,2,1,NA,94,4,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Azuay","EC010950","Sigsig","parroquia",2016,NA,1,15,NA,NA,3,2,8,NA,95,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Azuay","EC010950","Sigsig","parroquia",2019,7,1,30,NA,1,3,3,4,NA,127,5,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Azuay","EC010950","Sigsig","parroquia",2020,NA,2,16,1,NA,1,NA,NA,NA,69,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Azuay","EC011350","Sevilla de Oro","parroquia",2015,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Azuay","EC011350","Sevilla de Oro","parroquia",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Bolivar","EC020150","Guaranda","parroquia",2015,1,1,143,1,NA,21,21,4,2,183,2,NA,1,NA,NA,NA,NA,NA
"Ecuador","Bolivar","EC020150","Guaranda","parroquia",2016,6,4,160,1,1,20,37,12,2,242,3,NA,1,NA,NA,NA,NA,NA
"Ecuador","Bolivar","EC020150","Guaranda","parroquia",2019,3,2,25,2,NA,2,2,6,NA,25,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Bolivar","EC020150","Guaranda","parroquia",2020,NA,NA,13,3,NA,NA,NA,2,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Bolivar","EC020250","Chillanes","parroquia",2015,1,3,6,NA,NA,2,3,4,5,61,3,NA,NA,1,1,NA,NA,NA
"Ecuador","Bolivar","EC020250","Chillanes","parroquia",2016,1,NA,15,NA,NA,2,1,9,1,47,4,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Bolivar","EC020250","Chillanes","parroquia",2019,NA,NA,8,NA,NA,NA,NA,NA,1,49,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Bolivar","EC020250","Chillanes","parroquia",2020,NA,NA,1,NA,NA,1,NA,1,NA,52,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Bolivar","EC020550","San Miguel","parroquia",2015,NA,NA,2,NA,1,2,10,2,NA,12,1,NA,NA,NA,1,2,NA,NA
"Ecuador","Bolivar","EC020550","San Miguel","parroquia",2016,1,NA,4,NA,NA,7,7,2,NA,27,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Bolivar","EC020550","San Miguel","parroquia",2019,1,NA,11,NA,NA,3,NA,4,NA,57,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Bolivar","EC020550","San Miguel","parroquia",2020,NA,1,4,NA,NA,4,4,2,NA,11,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Carchi","EC040150","Tulcan","parroquia",2015,6,7,39,5,NA,13,12,11,7,312,4,NA,2,1,NA,NA,NA,NA
"Ecuador","Carchi","EC040150","Tulcan","parroquia",2016,4,1,46,4,NA,11,12,2,5,201,7,NA,NA,1,NA,NA,NA,NA
"Ecuador","Carchi","EC040350","El Angel","parroquia",2015,3,2,3,NA,NA,3,5,NA,1,19,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Carchi","EC040350","El Angel","parroquia",2016,NA,NA,6,NA,NA,6,7,NA,1,23,6,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Carchi","EC040350","El Angel","parroquia",2019,4,NA,13,1,NA,1,1,NA,1,49,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Carchi","EC040350","El Angel","parroquia",2020,NA,NA,5,NA,1,1,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Carchi","EC040550","San Gabriel","parroquia",2015,NA,NA,11,NA,NA,NA,NA,2,2,48,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Carchi","EC040550","San Gabriel","parroquia",2016,NA,NA,4,NA,NA,1,1,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Carchi","EC040550","San Gabriel","parroquia",2019,6,NA,6,NA,NA,4,2,1,NA,11,4,NA,NA,1,NA,NA,NA,NA
"Ecuador","Carchi","EC040550","San Gabriel","parroquia",2020,NA,NA,4,NA,NA,NA,NA,1,NA,12,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Ca├▒ar","EC030150","Azogues","parroquia",2015,32,6,60,6,NA,16,15,23,7,558,28,NA,NA,1,NA,NA,NA,NA
"Ecuador","Ca├▒ar","EC030150","Azogues","parroquia",2016,60,7,77,3,2,18,23,36,7,776,37,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Ca├▒ar","EC030150","Azogues","parroquia",2019,42,8,97,4,1,4,34,17,5,87,9,NA,NA,1,NA,NA,NA,NA
"Ecuador","Ca├▒ar","EC030150","Azogues","parroquia",2020,6,4,23,2,NA,2,17,1,4,49,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Ca├▒ar","EC030350","Ca├▒ar","parroquia",2015,13,1,24,NA,NA,1,NA,13,NA,197,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Ca├▒ar","EC030350","Ca├▒ar","parroquia",2016,14,1,18,NA,1,2,2,9,1,201,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Ca├▒ar","EC030350","Ca├▒ar","parroquia",2019,20,NA,39,NA,NA,3,3,12,NA,238,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Ca├▒ar","EC030350","Ca├▒ar","parroquia",2020,5,3,34,NA,NA,1,2,6,1,119,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Ca├▒ar","EC030450","La Troncal","parroquia",2015,NA,1,NA,NA,1,1,2,8,NA,93,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Ca├▒ar","EC030450","La Troncal","parroquia",2016,NA,NA,NA,NA,NA,2,2,8,1,127,2,NA,NA,NA,1,NA,NA,NA
"Ecuador","Ca├▒ar","EC030450","La Troncal","parroquia",2019,NA,1,2,1,1,NA,2,NA,1,149,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Ca├▒ar","EC030450","La Troncal","parroquia",2020,NA,NA,NA,1,NA,NA,NA,NA,NA,76,NA,NA,1,NA,NA,NA,NA,NA
"Ecuador","Chimborazo","EC060150","Riobamba","parroquia",2016,141,5,145,7,2,32,39,61,28,961,13,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Chimborazo","EC060150","Riobamba","parroquia",2019,NA,1,1,NA,NA,NA,NA,1,1,11,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Chimborazo","EC060150","Riobamba","parroquia",2020,NA,NA,1,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Chimborazo","EC060151","Cacha (Cab. en Machangara)","parroquia",2016,15,18,87,6,23,5,28,8,47,290,59,NA,NA,2,NA,NA,NA,NA
"Ecuador","Chimborazo","EC060155","Lican","parroquia",2015,NA,NA,24,2,1,1,4,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Chimborazo","EC060250","Alausi","parroquia",2015,NA,NA,1,NA,NA,NA,1,1,NA,111,4,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Chimborazo","EC060250","Alausi","parroquia",2016,NA,NA,2,NA,NA,5,5,3,1,182,6,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Chimborazo","EC060250","Alausi","parroquia",2019,1,3,25,NA,NA,2,1,1,4,58,5,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Chimborazo","EC060250","Alausi","parroquia",2020,NA,NA,11,NA,NA,NA,NA,NA,1,39,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Chimborazo","EC060350","Villa La Union (Cajabamba)","parroquia",2015,NA,NA,5,NA,NA,3,NA,2,2,66,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Chimborazo","EC060350","Villa La Union (Cajabamba)","parroquia",2016,NA,NA,3,NA,NA,NA,NA,NA,NA,128,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Chimborazo","EC060350","Villa La Union (Cajabamba)","parroquia",2019,1,NA,9,NA,NA,2,1,NA,NA,61,NA,NA,NA,1,NA,NA,NA,NA
"Ecuador","Chimborazo","EC060350","Villa La Union (Cajabamba)","parroquia",2020,2,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Chimborazo","EC060550","Chunchi","parroquia",2015,1,NA,6,NA,NA,2,NA,5,NA,50,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Chimborazo","EC060550","Chunchi","parroquia",2016,NA,NA,11,NA,NA,7,6,2,4,78,11,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Chimborazo","EC060550","Chunchi","parroquia",2019,2,NA,16,NA,3,NA,1,3,2,36,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Chimborazo","EC060550","Chunchi","parroquia",2020,2,NA,5,NA,1,NA,1,1,1,18,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Chimborazo","EC060650","Guamote","parroquia",2015,NA,NA,2,NA,NA,1,NA,NA,1,40,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Chimborazo","EC060650","Guamote","parroquia",2016,NA,NA,3,NA,NA,NA,NA,1,NA,99,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Chimborazo","EC060650","Guamote","parroquia",2019,NA,NA,5,NA,NA,1,NA,NA,NA,55,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Chimborazo","EC060650","Guamote","parroquia",2020,1,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Cotopaxi","EC050150","Latacunga","parroquia",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Cotopaxi","EC050150","Latacunga","parroquia",2016,15,7,158,5,1,10,35,20,22,392,39,1,NA,NA,NA,NA,NA,NA
"Ecuador","Cotopaxi","EC050151","Alaques (Alaquez)","parroquia",2015,NA,NA,1,1,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Cotopaxi","EC050250","La Mana","parroquia",2015,NA,NA,NA,NA,2,NA,NA,2,NA,28,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Cotopaxi","EC050250","La Mana","parroquia",2016,NA,1,NA,NA,1,1,NA,3,NA,18,3,NA,NA,1,NA,NA,NA,NA
"Ecuador","Cotopaxi","EC050350","El Corazon","parroquia",2015,1,NA,14,NA,NA,NA,NA,6,NA,68,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Cotopaxi","EC050350","El Corazon","parroquia",2016,NA,NA,9,NA,NA,NA,NA,2,NA,64,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Cotopaxi","EC050350","El Corazon","parroquia",2019,1,NA,17,NA,NA,3,2,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Cotopaxi","EC050350","El Corazon","parroquia",2020,NA,NA,2,NA,NA,NA,NA,1,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Cotopaxi","EC050450","Pujili","parroquia",2015,NA,NA,6,NA,NA,8,13,5,10,137,11,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Cotopaxi","EC050450","Pujili","parroquia",2016,NA,NA,5,NA,NA,7,10,NA,4,127,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Cotopaxi","EC050450","Pujili","parroquia",2019,20,NA,16,NA,NA,NA,NA,2,1,40,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Cotopaxi","EC050450","Pujili","parroquia",2020,NA,NA,4,NA,NA,NA,NA,NA,2,44,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Cotopaxi","EC050458","Zumbahua","parroquia",2015,5,NA,7,NA,NA,7,9,1,12,128,18,NA,NA,1,NA,NA,NA,NA
"Ecuador","Cotopaxi","EC050458","Zumbahua","parroquia",2016,11,2,11,1,2,8,9,5,1,67,8,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Cotopaxi","EC050458","Zumbahua","parroquia",2019,1,NA,4,NA,NA,NA,2,NA,NA,17,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Cotopaxi","EC050458","Zumbahua","parroquia",2020,1,1,NA,NA,NA,NA,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Cotopaxi","EC050550","San Miguel","parroquia",2015,NA,NA,18,NA,NA,1,NA,1,1,62,6,NA,NA,1,NA,NA,NA,NA
"Ecuador","Cotopaxi","EC050550","San Miguel","parroquia",2016,NA,NA,14,1,NA,NA,NA,NA,NA,90,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Cotopaxi","EC050550","San Miguel","parroquia",2019,NA,1,31,1,NA,1,1,3,NA,67,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Cotopaxi","EC050550","San Miguel","parroquia",2020,NA,NA,16,1,NA,2,1,2,NA,32,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Cotopaxi","EC050750","Sigchos","parroquia",2019,NA,NA,26,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Cotopaxi","EC050750","Sigchos","parroquia",2020,NA,NA,11,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","El Oro","EC070150","Machala","parroquia",2015,35,54,30,49,14,73,68,151,16,1075,32,NA,1,1,NA,NA,8,NA
"Ecuador","El Oro","EC070150","Machala","parroquia",2016,34,62,44,59,5,93,89,167,41,1434,74,NA,NA,NA,NA,NA,7,NA
"Ecuador","El Oro","EC070250","Arenillas","parroquia",2015,1,NA,3,NA,1,3,3,7,1,48,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","El Oro","EC070250","Arenillas","parroquia",2016,2,NA,2,NA,1,3,2,6,2,61,1,1,NA,NA,NA,NA,NA,NA
"Ecuador","El Oro","EC070250","Arenillas","parroquia",2019,NA,NA,1,NA,NA,2,NA,1,2,67,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","El Oro","EC070250","Arenillas","parroquia",2020,NA,2,1,1,NA,NA,NA,NA,NA,31,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","El Oro","EC070650","El Guabo","parroquia",2015,NA,2,6,2,NA,9,4,12,3,134,4,NA,NA,NA,NA,NA,NA,NA
"Ecuador","El Oro","EC070650","El Guabo","parroquia",2016,1,1,7,6,NA,3,2,6,NA,152,2,NA,1,NA,NA,NA,NA,NA
"Ecuador","El Oro","EC070650","El Guabo","parroquia",2019,5,NA,1,2,NA,1,NA,2,6,86,2,NA,1,1,NA,NA,NA,NA
"Ecuador","El Oro","EC070650","El Guabo","parroquia",2020,2,6,1,2,NA,2,1,3,3,31,3,NA,NA,1,NA,NA,NA,NA
"Ecuador","El Oro","EC070750","Huaquillas","parroquia",2015,3,1,5,1,1,1,1,3,NA,149,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","El Oro","EC070750","Huaquillas","parroquia",2016,5,1,1,NA,NA,NA,1,9,3,149,7,NA,NA,NA,NA,NA,NA,NA
"Ecuador","El Oro","EC070750","Huaquillas","parroquia",2019,3,4,1,2,NA,2,1,5,2,173,4,NA,NA,NA,3,2,NA,NA
"Ecuador","El Oro","EC070750","Huaquillas","parroquia",2020,1,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,9,1,NA,NA,NA
"Ecuador","El Oro","EC070950","Pasaje","parroquia",2015,NA,6,28,2,1,5,5,18,1,308,7,NA,NA,NA,NA,NA,1,NA
"Ecuador","El Oro","EC070950","Pasaje","parroquia",2016,1,7,30,3,1,6,7,23,2,377,6,NA,NA,NA,NA,NA,1,NA
"Ecuador","El Oro","EC070950","Pasaje","parroquia",2019,2,4,4,5,NA,3,3,4,1,162,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","El Oro","EC070950","Pasaje","parroquia",2020,1,2,8,7,NA,1,NA,1,NA,49,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","El Oro","EC071050","Pi├▒as","parroquia",2015,6,6,4,NA,5,8,4,5,3,88,10,1,NA,NA,NA,NA,NA,NA
"Ecuador","El Oro","EC071050","Pi├▒as","parroquia",2016,7,1,3,NA,3,9,6,5,1,130,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador","El Oro","EC071050","Pi├▒as","parroquia",2019,6,1,5,1,1,1,NA,5,NA,75,3,NA,NA,1,NA,NA,NA,NA
"Ecuador","El Oro","EC071050","Pi├▒as","parroquia",2020,NA,1,NA,3,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","El Oro","EC071250","Santa Rosa","parroquia",2015,1,1,6,1,NA,2,2,7,2,69,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","El Oro","EC071250","Santa Rosa","parroquia",2016,2,4,2,NA,NA,1,2,14,1,91,3,NA,2,NA,NA,NA,NA,NA
"Ecuador","El Oro","EC071250","Santa Rosa","parroquia",2019,24,8,10,3,1,1,1,14,3,46,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","El Oro","EC071250","Santa Rosa","parroquia",2020,13,3,3,7,1,NA,1,1,NA,23,NA,NA,2,NA,NA,NA,NA,NA
"Ecuador","El Oro","EC071350","Zaruma","parroquia",2015,1,NA,10,NA,NA,2,2,1,NA,77,1,NA,NA,NA,1,NA,NA,NA
"Ecuador","El Oro","EC071350","Zaruma","parroquia",2016,1,NA,27,1,NA,5,1,3,2,57,6,NA,NA,NA,NA,NA,NA,NA
"Ecuador","El Oro","EC071350","Zaruma","parroquia",2019,NA,3,9,NA,NA,1,2,1,NA,24,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","El Oro","EC071350","Zaruma","parroquia",2020,1,2,3,2,NA,NA,NA,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080150","Esmeraldas","parroquia",2015,15,17,21,31,2,16,15,20,2,201,6,NA,1,NA,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080150","Esmeraldas","parroquia",2016,11,45,34,52,NA,2,9,19,4,182,10,NA,NA,1,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080250","Valdez (Limones)","parroquia",2015,3,NA,NA,2,NA,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080250","Valdez (Limones)","parroquia",2016,2,1,1,2,NA,1,7,10,NA,18,1,NA,NA,1,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080250","Valdez (Limones)","parroquia",2019,10,2,10,NA,2,1,20,17,1,37,NA,NA,NA,7,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080250","Valdez (Limones)","parroquia",2020,1,NA,3,NA,NA,2,4,12,1,32,4,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080253","Borbon","parroquia",2015,1,1,4,NA,NA,1,1,2,NA,5,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080253","Borbon","parroquia",2016,1,2,10,NA,NA,2,2,1,NA,3,1,NA,NA,NA,1,2,NA,NA
"Ecuador","Esmeraldas","EC080253","Borbon","parroquia",2019,4,NA,2,NA,NA,1,3,2,NA,31,3,NA,NA,2,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080253","Borbon","parroquia",2020,1,NA,3,NA,NA,NA,NA,2,NA,7,NA,NA,NA,8,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080350","Muisne","parroquia",2015,NA,NA,NA,NA,NA,1,1,2,NA,34,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080350","Muisne","parroquia",2016,NA,NA,NA,NA,1,NA,NA,1,NA,30,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080350","Muisne","parroquia",2019,5,NA,2,NA,NA,4,1,3,NA,53,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080350","Muisne","parroquia",2020,5,NA,1,NA,NA,NA,NA,2,NA,34,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080450","Rosa Zarate (Quininde)","parroquia",2015,1,1,5,NA,NA,2,3,1,NA,88,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080450","Rosa Zarate (Quininde)","parroquia",2016,1,NA,6,NA,1,3,3,6,1,67,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080450","Rosa Zarate (Quininde)","parroquia",2019,NA,NA,1,NA,NA,NA,NA,1,3,111,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080450","Rosa Zarate (Quininde)","parroquia",2020,1,NA,NA,1,NA,NA,NA,NA,1,44,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080550","San Lorenzo","parroquia",2015,8,1,4,NA,NA,2,2,3,NA,111,NA,NA,NA,78,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080550","San Lorenzo","parroquia",2016,9,NA,5,4,NA,NA,1,5,NA,67,NA,NA,NA,92,NA,NA,8,NA
"Ecuador","Esmeraldas","EC080550","San Lorenzo","parroquia",2019,2,3,13,NA,NA,NA,3,6,4,66,3,NA,NA,89,1,NA,NA,NA
"Ecuador","Esmeraldas","EC080550","San Lorenzo","parroquia",2020,1,2,4,NA,NA,1,3,4,2,17,1,NA,NA,20,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080650","Atacames","parroquia",2015,NA,NA,15,NA,1,2,NA,8,NA,110,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080650","Atacames","parroquia",2016,4,NA,10,2,NA,2,NA,15,NA,80,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080650","Atacames","parroquia",2019,2,NA,14,NA,NA,3,2,7,NA,99,4,NA,NA,2,NA,NA,NA,NA
"Ecuador","Esmeraldas","EC080650","Atacames","parroquia",2020,3,NA,2,NA,NA,NA,NA,3,1,41,1,NA,NA,1,NA,NA,NA,NA
"Ecuador","Galapagos","EC200150","Puerto Baquerizo Moreno","parroquia",2015,2,NA,5,1,2,NA,1,1,1,7,4,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Galapagos","EC200150","Puerto Baquerizo Moreno","parroquia",2016,1,1,8,3,1,1,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"Ecuador","Galapagos","EC200150","Puerto Baquerizo Moreno","parroquia",2019,2,NA,3,1,NA,1,3,4,2,10,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Galapagos","EC200150","Puerto Baquerizo Moreno","parroquia",2020,6,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Galapagos","EC200350","Puerto Ayora","parroquia",2015,NA,1,2,NA,1,5,4,7,NA,17,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Galapagos","EC200350","Puerto Ayora","parroquia",2016,1,NA,1,1,4,17,17,3,1,16,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Galapagos","EC200350","Puerto Ayora","parroquia",2019,2,3,6,NA,7,12,10,3,NA,21,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Galapagos","EC200350","Puerto Ayora","parroquia",2020,3,1,NA,NA,1,1,1,NA,1,10,3,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC090150","Guayaquil","parroquia",2015,133,652,192,503,108,322,561,252,73,2468,219,4,23,NA,1,NA,2,4
"Ecuador","Guayas","EC090150","Guayaquil","parroquia",2016,163,627,163,445,112,303,638,199,84,2531,219,3,17,3,2,NA,1,2
"Ecuador","Guayas","EC090158","Tenguel","parroquia",2015,NA,NA,1,NA,NA,NA,2,2,NA,9,1,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC090158","Tenguel","parroquia",2016,1,NA,NA,NA,NA,1,1,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC090158","Tenguel","parroquia",2019,NA,NA,NA,NA,NA,NA,NA,1,2,8,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Guayas","EC090158","Tenguel","parroquia",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
