"country","department","municipality","scale","COD","year","malaria_pVivax","malaria_pFalci"
"Venezuela","Bolivar/PIAR","PEDRO COVA","parroquia","VE070603",2014,1164,469
"Venezuela","Bolivar/ROSCIO","S. C. ROSCIO","parroquia","VE070801",2014,8,0
"Venezuela","Bolivar/SUCRE","LAS MAJADAS","parroquia","VE071004",2014,62,12
"Venezuela","Bolivar/CEDEÑO","SECCION CAPITAL CEDEÑO","parroquia","VE070201",2014,1024,206
"Venezuela","Bolivar/EL CALLAO","C. EL CALLAO","parroquia","VE070301",2014,5,3
"Venezuela","Bolivar/RAUL LEONI","SANTA BARBARA","parroquia","VE070704",2014,896,423
"Venezuela","Bolivar/SUCRE","GUARATARO","parroquia","VE071003",2014,238,98
"Venezuela","Bolivar/SUCRE","S. C. SUCRE","parroquia","VE071001",2014,50,12
"Venezuela","Bolivar/RAUL LEONI","SAN FRANCISCO","parroquia","VE070703",2014,163,132
"Venezuela","Bolivar/SUCRE","ARIPAO","parroquia","VE071002",2014,935,567
"Venezuela","Bolivar/CEDEÑO","LA URBANA","parroquia","VE070205",2014,596,66
"Venezuela","Bolivar/SIFONTES","DALLA COSTA","parroquia","VE070902",2014,5823,2392
"Venezuela","Bolivar/CEDEÑO","GUANIAMO","parroquia","VE070204",2014,5,0
"Venezuela","Bolivar/RAUL LEONI","BARCELONETA","parroquia","VE070702",2014,2649,369
"Venezuela","Bolivar/CEDEÑO","PIJIGUAOS","parroquia","VE070206",2014,0,0
"Venezuela","Bolivar/SIFONTES","SAN ISIDRO","parroquia","VE070903",2014,22757,8995
"Venezuela","Bolivar/GRAN SABANA","SECCION CAPITAL GRAN SABANA","parroquia","VE070401",2014,165,48
"Venezuela","Bolivar/GRAN SABANA","IKABARU","parroquia","VE070402",2014,2452,719
"Venezuela","Bolivar/CARONI","ONCE DE ABRIL","parroquia","VE070104",2015,14,0
"Venezuela","Bolivar/PADRE PEDRO CHIEN","C. P. P. CHIEN","parroquia","VE071101",2015,10,0
"Venezuela","Bolivar/CARONI","SIMON BOLIVAR","parroquia","VE070105",2015,0,0
"Venezuela","Bolivar/CARONI","VISTA AL SOL","parroquia","VE070108",2015,2,0
"Venezuela","Bolivar/CARONI","YOCOIMA","parroquia","VE070110",2015,17,2
"Venezuela","Bolivar/PIAR","SECCION CAPITAL PIAR","parroquia","VE070601",2015,100,8
"Venezuela","Bolivar/CARONI","CHIRICA","parroquia","VE070102",2015,0,0
"Venezuela","Bolivar/CARONI","DALLA COSTA","parroquia","VE070103",2015,0,0
"Venezuela","Bolivar/CARONI","UNARE","parroquia","VE070106",2015,1,0
"Venezuela","Bolivar/HERES","PANAPANA","parroquia","VE070508",2015,9,0
"Venezuela","Bolivar/CARONI","CACHAMAY","parroquia","VE070101",2015,0,0
"Venezuela","Bolivar/CARONI","UNIVERSIDAD","parroquia","VE070107",2015,0,0
"Venezuela","Bolivar/CARONI","POZO VERDE","parroquia","VE070109",2015,151,22
"Venezuela","Bolivar/HERES","MARHUANTA","parroquia","VE070505",2015,1,0
"Venezuela","Bolivar/HERES","ORINOCO","parroquia","VE070507",2015,5,0
"Venezuela","Bolivar/HERES","CATEDRAL","parroquia","VE070502",2015,0,0
"Venezuela","Bolivar/HERES","AGUA SALADA","parroquia","VE070501",2015,3,0
"Venezuela","Bolivar/HERES","LA SABANITA","parroquia","VE070504",2015,0,0
"Venezuela","Bolivar/HERES","VISTA HERMOSA","parroquia","VE070506",2015,3,0
"Venezuela","Bolivar/SUCRE","MOITACO","parroquia","VE071005",2015,741,174
"Venezuela","Bolivar/HERES","JOSE ANTONIO PAEZ","parroquia","VE070503",2015,1,0
"Venezuela","Bolivar/PIAR","A. E. BLANCO","parroquia","VE070602",2015,27,3
"Venezuela","Bolivar/HERES","ZEA","parroquia","VE070509",2015,7,2
"Venezuela","Bolivar/SIFONTES","SECCION CAPITAL SIFONTES","parroquia","VE070901",2015,67,5
"Venezuela","Bolivar/RAUL LEONI","S. C. RAUL LEONI","parroquia","VE070701",2015,0,0
"Venezuela","Bolivar/ROSCIO","SALOM","parroquia","VE070802",2015,0,0
"Venezuela","Bolivar/CEDEÑO","ALTAGRACIA","parroquia","VE070202",2015,14,3
"Venezuela","Bolivar/CEDEÑO","ASCENCION FARRERAS","parroquia","VE070203",2015,1503,335
"Venezuela","Bolivar/PIAR","PEDRO COVA","parroquia","VE070603",2015,1331,375
"Venezuela","Bolivar/ROSCIO","S. C. ROSCIO","parroquia","VE070801",2015,8,2
"Venezuela","Bolivar/SUCRE","LAS MAJADAS","parroquia","VE071004",2015,157,19
"Venezuela","Bolivar/CEDEÑO","SECCION CAPITAL CEDEÑO","parroquia","VE070201",2015,1618,166
"Venezuela","Bolivar/EL CALLAO","C. EL CALLAO","parroquia","VE070301",2015,182,13
"Venezuela","Bolivar/RAUL LEONI","SANTA BARBARA","parroquia","VE070704",2015,1686,508
"Venezuela","Bolivar/SUCRE","GUARATARO","parroquia","VE071003",2015,393,51
"Venezuela","Bolivar/SUCRE","S. C. SUCRE","parroquia","VE071001",2015,54,6
"Venezuela","Bolivar/RAUL LEONI","SAN FRANCISCO","parroquia","VE070703",2015,373,38
"Venezuela","Bolivar/SUCRE","ARIPAO","parroquia","VE071002",2015,846,246
"Venezuela","Bolivar/CEDEÑO","LA URBANA","parroquia","VE070205",2015,496,145
"Venezuela","Bolivar/SIFONTES","DALLA COSTA","parroquia","VE070902",2015,8648,2474
"Venezuela","Bolivar/CEDEÑO","GUANIAMO","parroquia","VE070204",2015,18,4
"Venezuela","Bolivar/RAUL LEONI","BARCELONETA","parroquia","VE070702",2015,2993,603
"Venezuela","Bolivar/CEDEÑO","PIJIGUAOS","parroquia","VE070206",2015,0,0
"Venezuela","Bolivar/SIFONTES","SAN ISIDRO","parroquia","VE070903",2015,29009,9149
"Venezuela","Bolivar/GRAN SABANA","SECCION CAPITAL GRAN SABANA","parroquia","VE070401",2015,497,98
"Venezuela","Bolivar/GRAN SABANA","IKABARU","parroquia","VE070402",2015,3729,1201
"Venezuela","Bolivar/CARONI","ONCE DE ABRIL","parroquia","VE070104",2016,154,9
"Venezuela","Bolivar/PADRE PEDRO CHIEN","C. P. P. CHIEN","parroquia","VE071101",2016,0,0
"Venezuela","Bolivar/CARONI","SIMON BOLIVAR","parroquia","VE070105",2016,93,2
"Venezuela","Bolivar/CARONI","VISTA AL SOL","parroquia","VE070108",2016,28,1
"Venezuela","Bolivar/CARONI","YOCOIMA","parroquia","VE070110",2016,513,48
"Venezuela","Bolivar/PIAR","SECCION CAPITAL PIAR","parroquia","VE070601",2016,376,25
"Venezuela","Bolivar/CARONI","CHIRICA","parroquia","VE070102",2016,179,7
"Venezuela","Bolivar/CARONI","DALLA COSTA","parroquia","VE070103",2016,85,1
"Venezuela","Bolivar/CARONI","UNARE","parroquia","VE070106",2016,29,0
"Venezuela","Bolivar/HERES","PANAPANA","parroquia","VE070508",2016,124,13
"Venezuela","Bolivar/CARONI","CACHAMAY","parroquia","VE070101",2016,9,0
"Venezuela","Bolivar/CARONI","UNIVERSIDAD","parroquia","VE070107",2016,4,0
"Venezuela","Bolivar/CARONI","POZO VERDE","parroquia","VE070109",2016,4579,296
"Venezuela","Bolivar/HERES","MARHUANTA","parroquia","VE070505",2016,69,6
"Venezuela","Bolivar/HERES","ORINOCO","parroquia","VE070507",2016,191,34
"Venezuela","Bolivar/HERES","CATEDRAL","parroquia","VE070502",2016,39,7
"Venezuela","Bolivar/HERES","AGUA SALADA","parroquia","VE070501",2016,101,9
"Venezuela","Bolivar/HERES","LA SABANITA","parroquia","VE070504",2016,67,16
"Venezuela","Bolivar/HERES","VISTA HERMOSA","parroquia","VE070506",2016,158,11
"Venezuela","Bolivar/SUCRE","MOITACO","parroquia","VE071005",2016,2301,362
"Venezuela","Bolivar/HERES","JOSE ANTONIO PAEZ","parroquia","VE070503",2016,34,6
"Venezuela","Bolivar/PIAR","A. E. BLANCO","parroquia","VE070602",2016,85,6
"Venezuela","Bolivar/HERES","ZEA","parroquia","VE070509",2016,701,93
"Venezuela","Bolivar/SIFONTES","SECCION CAPITAL SIFONTES","parroquia","VE070901",2016,1927,572
"Venezuela","Bolivar/RAUL LEONI","S. C. RAUL LEONI","parroquia","VE070701",2016,0,0
"Venezuela","Bolivar/ROSCIO","SALOM","parroquia","VE070802",2016,271,0
"Venezuela","Bolivar/CEDEÑO","ALTAGRACIA","parroquia","VE070202",2016,32,7
"Venezuela","Bolivar/CEDEÑO","ASCENCION FARRERAS","parroquia","VE070203",2016,2530,433
"Venezuela","Bolivar/PIAR","PEDRO COVA","parroquia","VE070603",2016,2547,887
"Venezuela","Bolivar/ROSCIO","S. C. ROSCIO","parroquia","VE070801",2016,0,35
"Venezuela","Bolivar/SUCRE","LAS MAJADAS","parroquia","VE071004",2016,420,55
"Venezuela","Bolivar/CEDEÑO","SECCION CAPITAL CEDEÑO","parroquia","VE070201",2016,2900,404
"Venezuela","Bolivar/EL CALLAO","C. EL CALLAO","parroquia","VE070301",2016,6268,1016
"Venezuela","Bolivar/RAUL LEONI","SANTA BARBARA","parroquia","VE070704",2016,2655,609
"Venezuela","Bolivar/SUCRE","GUARATARO","parroquia","VE071003",2016,1806,196
"Venezuela","Bolivar/SUCRE","S. C. SUCRE","parroquia","VE071001",2016,810,135
"Venezuela","Bolivar/RAUL LEONI","SAN FRANCISCO","parroquia","VE070703",2016,998,101
"Venezuela","Bolivar/SUCRE","ARIPAO","parroquia","VE071002",2016,1271,430
"Venezuela","Bolivar/CEDEÑO","LA URBANA","parroquia","VE070205",2016,808,80
"Venezuela","Bolivar/SIFONTES","DALLA COSTA","parroquia","VE070902",2016,13333,6613
"Venezuela","Bolivar/CEDEÑO","GUANIAMO","parroquia","VE070204",2016,72,29
"Venezuela","Bolivar/RAUL LEONI","BARCELONETA","parroquia","VE070702",2016,3690,805
"Venezuela","Bolivar/CEDEÑO","PIJIGUAOS","parroquia","VE070206",2016,0,0
"Venezuela","Bolivar/SIFONTES","SAN ISIDRO","parroquia","VE070903",2016,36610,12231
"Venezuela","Bolivar/GRAN SABANA","SECCION CAPITAL GRAN SABANA","parroquia","VE070401",2016,2474,424
"Venezuela","Bolivar/GRAN SABANA","IKABARU","parroquia","VE070402",2016,5696,2780
"Venezuela","Bolivar/CARONI","ONCE DE ABRIL","parroquia","VE070104",2017,189,12
"Venezuela","Bolivar/PADRE PEDRO CHIEN","C. P. P. CHIEN","parroquia","VE071101",2017,4,1
"Venezuela","Bolivar/CARONI","SIMON BOLIVAR","parroquia","VE070105",2017,16,0
"Venezuela","Bolivar/CARONI","VISTA AL SOL","parroquia","VE070108",2017,181,11
"Venezuela","Bolivar/CARONI","YOCOIMA","parroquia","VE070110",2017,1797,137
"Venezuela","Bolivar/PIAR","SECCION CAPITAL PIAR","parroquia","VE070601",2017,738,62
"Venezuela","Bolivar/CARONI","CHIRICA","parroquia","VE070102",2017,417,44
"Venezuela","Bolivar/CARONI","DALLA COSTA","parroquia","VE070103",2017,20,0
"Venezuela","Bolivar/CARONI","UNARE","parroquia","VE070106",2017,338,18
"Venezuela","Bolivar/HERES","PANAPANA","parroquia","VE070508",2017,351,64
"Venezuela","Bolivar/CARONI","CACHAMAY","parroquia","VE070101",2017,15,0
"Venezuela","Bolivar/CARONI","UNIVERSIDAD","parroquia","VE070107",2017,5,1
"Venezuela","Bolivar/CARONI","POZO VERDE","parroquia","VE070109",2017,9871,1379
"Venezuela","Bolivar/HERES","MARHUANTA","parroquia","VE070505",2017,381,50
"Venezuela","Bolivar/HERES","ORINOCO","parroquia","VE070507",2017,335,77
"Venezuela","Bolivar/HERES","CATEDRAL","parroquia","VE070502",2017,88,15
"Venezuela","Bolivar/HERES","AGUA SALADA","parroquia","VE070501",2017,568,104
"Venezuela","Bolivar/HERES","LA SABANITA","parroquia","VE070504",2017,351,43
"Venezuela","Bolivar/HERES","VISTA HERMOSA","parroquia","VE070506",2017,675,57
"Venezuela","Bolivar/SUCRE","MOITACO","parroquia","VE071005",2017,2083,571
"Venezuela","Bolivar/HERES","JOSE ANTONIO PAEZ","parroquia","VE070503",2017,122,20
"Venezuela","Bolivar/PIAR","A. E. BLANCO","parroquia","VE070602",2017,972,103
"Venezuela","Bolivar/HERES","ZEA","parroquia","VE070509",2017,1232,244
"Venezuela","Bolivar/SIFONTES","SECCION CAPITAL SIFONTES","parroquia","VE070901",2017,2055,843
"Venezuela","Bolivar/RAUL LEONI","S. C. RAUL LEONI","parroquia","VE070701",2017,0,0
"Venezuela","Bolivar/ROSCIO","SALOM","parroquia","VE070802",2017,0,0
"Venezuela","Bolivar/CEDEÑO","ALTAGRACIA","parroquia","VE070202",2017,77,19
"Venezuela","Bolivar/CEDEÑO","ASCENCION FARRERAS","parroquia","VE070203",2017,2567,999
"Venezuela","Bolivar/PIAR","PEDRO COVA","parroquia","VE070603",2017,4026,924
"Venezuela","Bolivar/ROSCIO","S. C. ROSCIO","parroquia","VE070801",2017,649,86
"Venezuela","Bolivar/SUCRE","LAS MAJADAS","parroquia","VE071004",2017,136,27
"Venezuela","Bolivar/CEDEÑO","SECCION CAPITAL CEDEÑO","parroquia","VE070201",2017,3300,1091
"Venezuela","Bolivar/EL CALLAO","C. EL CALLAO","parroquia","VE070301",2017,23412,5367
"Venezuela","Bolivar/RAUL LEONI","SANTA BARBARA","parroquia","VE070704",2017,2698,846
"Venezuela","Bolivar/SUCRE","GUARATARO","parroquia","VE071003",2017,615,142
"Venezuela","Bolivar/SUCRE","S. C. SUCRE","parroquia","VE071001",2017,325,74
"Venezuela","Bolivar/RAUL LEONI","SAN FRANCISCO","parroquia","VE070703",2017,1730,193
"Venezuela","Bolivar/SUCRE","ARIPAO","parroquia","VE071002",2017,436,106
"Venezuela","Bolivar/CEDEÑO","LA URBANA","parroquia","VE070205",2017,2237,300
"Venezuela","Bolivar/SIFONTES","DALLA COSTA","parroquia","VE070902",2017,22042,8989
"Venezuela","Bolivar/CEDEÑO","GUANIAMO","parroquia","VE070204",2017,116,35
"Venezuela","Bolivar/RAUL LEONI","BARCELONETA","parroquia","VE070702",2017,3494,699
"Venezuela","Bolivar/CEDEÑO","PIJIGUAOS","parroquia","VE070206",2017,7,62
"Venezuela","Bolivar/SIFONTES","SAN ISIDRO","parroquia","VE070903",2017,51621,17113
"Venezuela","Bolivar/GRAN SABANA","SECCION CAPITAL GRAN SABANA","parroquia","VE070401",2017,3779,243
"Venezuela","Bolivar/GRAN SABANA","IKABARU","parroquia","VE070402",2017,814,1981
